OBJECTID,FID_1,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,GlobalID,CreationDa,Creator,EditDate,Editor,SHAPE_Le_1,Shape_Length,Shape_Area,FID,Site_Name,Site_Score,Site_EPA_I,SEMS_ID,Region_ID,State_1,City_1,County_1,Status_1,Latitude,Longitude,Proposed_D,Listing_Da,Constructi,Construc_1,NOID_Date,Deletion_D,Site_Listi,Site_Progr,Proposed_F,Listing_FR,NOID_FR_No,Deletion_F,Restoratio,Site_has_h,x,y,Status_2,BUFF_DIST,ORIG_FID
117,2464,10003845,JACKSON COUNTY JAIL-WESLEY STREET,212 W WESLEY ST,JACKSON,MI,49201,-999,(517) 768-7900,COUNTY,OPEN,-999,JACKSON,26075,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.mijackson.org/170/Jail-Information,3/20/2018 0:00:00,IMAGERY/OTHER,12/20/2019 0:00:00,https://www.co.jackson.mi.us/167/Sheriff,NOT AVAILABLE,200,0.003243304378710,{817AB6B9-27F1-415E-B72A-DA8E802E79A9},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,399.350041585936708,0.003243304378710,0.000000438607433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2465,10003848,KALAMAZOO COUNTY JAIL,1500 LAMONT AVE,KALAMAZOO,MI,49048,-999,(269) 383-8821,COUNTY,OPEN,307,KALAMAZOO,26077,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.kalcounty.com/sheriff/jail.htm,3/21/2018 0:00:00,IMAGERY/OTHER,12/20/2019 0:00:00,http://www.kalcounty.com/sheriff/index.php,NOT AVAILABLE,400,0.008124094185430,{E56246A7-2818-4ADD-8CBC-5F8B26A08414},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,1073.670384752338123,0.008124094185433,0.000001514284587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2467,10006792,KALAMAZOO COUNTY JUVENILE HOME,1424 GULL ROAD,KALAMAZOO,MI,49048,-999,(269) 385-8550,COUNTY,OPEN,-999,KALAMAZOO,26077,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.kalcounty.com/courts/circuit/kcjh/,3/21/2018 0:00:00,IMAGERY/OTHER,12/20/2019 0:00:00,http://www.kalcounty.com/courts/kcjh/,JUVENILE,40,0.007979083958860,{FAB885CE-70DB-461E-8195-C832548CC4FE},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,973.596480855583309,0.007979083958855,0.000001347976713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2483,10006999,PHILLIPS COUNTY DETENTION CENTER-UNDER CONSTRUCTION,1804 MARTIN LUTHER KING JR DR,HELENA,AR,72342,-999,(870) 338-5555,COUNTY,CLOSED,0,PHILLIPS,05107,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.phillipscountysheriffar.org/,4/22/2020 0:00:00,IMAGERY,4/30/2020 0:00:00,https://www.helena-arkansas.com/news/20181022/ground-breaking-held-for-phillips-county-detention-center,NOT AVAILABLE,100,0.002739765689400,{F3E18186-987E-4CDC-835A-BE6CA373C44C},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,335.438354179603380,0.002739765689396,0.000000252500321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2492,10006787,ALLEGAN COUNTY CORRECTIONS CENTER,640 RIVER ST,ALLEGAN,MI,49010,-999,(269) 673-0500,COUNTY,OPEN,156,ALLEGAN,26005,USA,922140,CORRECTIONAL INSTITUTIONS,http://cms.allegancounty.org/sheriff/corrections/SitePages/Visitation.aspx#.XfpTvOhKhaR,3/20/2018 0:00:00,IMAGERY/OTHER,12/20/2019 0:00:00,http://cms.allegancounty.org/sheriff/corrections/SitePages/Home.aspx#.WrE1IvnwbmE,NOT AVAILABLE,225,0.005993178927530,{FE607416-160D-4E39-AEDE-B82750598D71},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,782.395310114418521,0.005993178927532,0.000001955704131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2524,10006194,USP ATWATER CAMP,1 FEDERAL WAY,ATWATER,CA,95301,-999,(209) 386-0257,FEDERAL,OPEN,101,MERCED,06047,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bop.gov/about/statistics/population_statistics.jsp, http://jayhurst.net/wp-content/uploads/2013/09/16-0216_Capacities_PP80_population_report.pdf",2/16/2016 0:00:00,IMAGERY/OTHER,11/25/2019 0:00:00,https://www.bop.gov/locations/,MINIMUM,128,0.006501924281140,{648D578A-8A11-493C-94DA-A1053B3BAA5E},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,811.956369813325182,0.006501924281139,0.000002238577480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2566,10000134,DEPARTMENT OF YOUTH SERVICES-CHALKVILLE CAMPUS,5849 OLD SPRINGVILLE RD,PINSON,AL,35126,-999,NOT AVAILABLE,STATE,CLOSED,0,JEFFERSON,01073,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.al.com/news/index.ssf/2015/10/new_dys_girls_facility_reflect.html,10/9/2015 0:00:00,IMAGERY/OTHER,11/5/2019 0:00:00,NOT AVAILABLE,JUVENILE,92,0.010134797242900,{D5F62EA4-BA8A-4DFB-9480-709C3AA6C518},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,1232.452761298184441,0.010134797242927,0.000005673559870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2588,10006669,SECURE COMMUNITY TRANSITION FACILITY - KING COUNTY,132 SOUTH SPOKANE STREET,SEATTLE,WA,98134,-999,(360) 725-2300,STATE,OPEN,-999,KING,53033,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.dshs.wa.gov/bha/facilities,1/18/2018 0:00:00,IMAGERY/OTHER,2/26/2020 0:00:00,https://www.dshs.wa.gov/bha/facilities,NOT AVAILABLE,6,0.001749609850570,{D876B9F5-3552-47D3-9BA6-59C5C8D04159},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,246.562272620293783,0.001749609850571,0.000000142117455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2616,10000267,OAKS CORRECTIONAL FACILITY,1500 CABERFAE HWY,MANISTEE,MI,49660,-999,(231) 723-8272,STATE,OPEN,1039,MANISTEE,26101,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.michigan.gov/corrections/0,4551,7-119-68854_1381_1385-55689--,00.html",12/31/2016 0:00:00,IMAGERY/OTHER,12/20/2019 0:00:00,"http://www.michigan.gov/corrections/0,4551,7-119-68854_1381_1385---,00.html",CLOSE,1060,0.015778499105000,{AC70118E-B5EA-482B-861E-496E1E75E94C},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,1978.409152357077346,0.015778499105043,0.000013826430676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2618,10002865,HARRIS COUNTY INMATE PROCESSING DIVISION,1201 COMMERCE ST,HOUSTON,TX,77002,-999,(713) 755-5300,COUNTY,OPEN,-999,HARRIS,48201,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.facebook.com/pages/Harris-County-Inmate-Processing-Center/152764011401734,4/27/2018 0:00:00,IMAGERY/OTHER,2/18/2020 0:00:00,NOT AVAILABLE,MAXIMUM,-999,0.002477006293480,{A53CC5C5-B0D8-4D94-B521-6844407A9166},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,291.287937279711457,0.002477006293482,0.000000320609804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2634,10002864,HARRIS COUNTY JUVENILE DETENTION CENTER,1200 CONGRESS ST,HOUSTON,TX,77002,-999,(713) 222-4100,COUNTY,OPEN,193,HARRIS,48201,USA,922140,CORRECTIONAL INSTITUTIONS,"https://hcjpd.harriscountytx.gov/Pages/Annual-Reports.aspx, https://hcjpd.harriscountytx.gov/Pages/Facilities.aspx",4/27/2018 0:00:00,IMAGERY/OTHER,2/18/2020 0:00:00,https://hcjpd.harriscountytx.gov/Pages/Facilities.aspx,JUVENILE,250,0.002368197367470,{50EB7E8A-C751-4A08-835E-862362C0B8DC},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,279.470997756569034,0.002368197367471,0.000000326347811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2641,10002866,HARRIS COUNTY 701 JAIL,701 N SAN JACINTO ST,HOUSTON,TX,77002,-999,(713) 755-8430,COUNTY,OPEN,4000,HARRIS,48201,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.harriscountyso.org/Default.aspx,4/27/2018 0:00:00,IMAGERY/OTHER,2/18/2020 0:00:00,https://www.harriscountyso.org/Default.aspx,MINIMUM,4144,0.002754120264680,{9EF091AF-B62E-4D3B-BE3C-0E1631962814},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,328.538635496445977,0.002754120264678,0.000000404441767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2644,10001361,ST. LOUIS CORRECTIONAL FACILITY,8585 N CROSWELL RD,ST LOUIS,MI,48880,-999,(989) 681-6444,STATE,OPEN,1133,GRATIOT,26057,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.michigan.gov/corrections/0,4551,7-119-68854_1381_1385-5490--,00.html",12/31/2016 0:00:00,IMAGERY/OTHER,12/20/2019 0:00:00,"http://www.michigan.gov/corrections/0,4551,7-119-68854_1381_1385---,00.html",CLOSE,1176,0.014593552249100,{58000F42-62F5-4A1D-88A7-4FF8217C05DB},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,1798.531521227249414,0.014593552249100,0.000011247416838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2660,10000087,TEXARKANA REGIONAL CORRECTION CENTER,305 EAST 5TH STREET,TEXARKANA,AR,71854,-999,(870) 779-3939,STATE,OPEN,128,MILLER,05091,USA,922140,CORRECTIONAL INSTITUTIONS,"http://adc.arkansas.gov/reports-and-forms, http://adc.arkansas.gov/facilities",8/31/2017 0:00:00,IMAGERY/OTHER,11/11/2019 0:00:00,http://adc.arkansas.gov/facilities,MINIMUM,128,0.002782629216500,{7138370A-ADEA-4AFE-93E4-8E59C380AB6A},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,329.653125023886787,0.002782629216498,0.000000402469441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2662,10001694,SHEBOYGAN COUNTY JUVENILE DETENTION CENTER,525 N 6TH ST,SHEBOYGAN,WI,53081,-999,(920) 459-1300,COUNTY,OPEN,-999,SHEBOYGAN,55117,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.sheboygancounty.com/departments/departments-r-z/sheriff-s-department/correctional-division/adult-detention-center,5/9/2018 0:00:00,IMAGERY/OTHER,3/2/2020 0:00:00,https://www.sheboygancounty.com/departments/departments-r-z/sheriff-s-department/correctional-division/adult-detention-center,JUVENILE,27,0.002593248151600,{63A8B77F-254A-4326-8373-D997757CD4DD},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,326.887006392919659,0.002593248151597,0.000000321304084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2669,10006526,SOUTHWEST ARKANSAS COMMUNITY CORRECTION CENTER,506 WALNUT STREET,TEXARKANA,AR,71854,-999,(870) 779-2036,STATE,OPEN,473,MILLER,05091,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcc.arkansas.gov/publications, http://www.dcc.arkansas.gov/residential-facilities",10/20/2017 0:00:00,IMAGERY/OTHER,11/11/2019 0:00:00,http://www.dcc.arkansas.gov/residential-facilities,NOT AVAILABLE,475,0.003354290427400,{62DEE878-887D-42FF-8AE1-A04EEAD7DBFA},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,404.015422850580933,0.003354290427401,0.000000626340194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2677,10003229,MDC BROOKLYN,80 29TH ST,BROOKLYN,NY,11232,-999,(718) 840-4200,FEDERAL,OPEN,1676,KINGS,36047,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/bro/,2/16/2016 0:00:00,IMAGERY/OTHER,2/13/2020 0:00:00,https://www.bop.gov/locations/,MAXIMUM,1878,0.005959494010550,{6B925404-0A35-4498-B8C0-66480D3C7A4A},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,734.480135308107265,0.005959494010551,0.000001457477084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2693,10002588,WILLIAM H FERRIS CENTER,2120 RIMROCK RD,MADISON,WI,53713,-999,(608) 284-6100,COUNTY,OPEN,187,DANE,55025,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.danesheriff.com/Divisions/Security-Services,5/8/2018 0:00:00,IMAGERY/OTHER,3/2/2020 0:00:00,https://www.danesheriff.com/Divisions/Security-Services,MINIMUM,144,0.002196948450480,{19C2E98B-BFAE-4E8C-B789-D414840086D2},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,274.998516561864051,0.002191749493145,0.000000168313375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2699,10005969,WEST CENTRAL JUVENILE REHABILITATION CENTER,2044 N COUNTY RD 25A,TROY,OH,45373,-999,(937) 440-5900,COUNTY,OPEN,22,MIAMI,39109,USA,922140,CORRECTIONAL INSTITUTIONS,https://co.miami.oh.us/274/West-Central-Juvenile-Detention-Center,6/16/2015 0:00:00,IMAGERY/OTHER,2/20/2020 0:00:00,https://co.miami.oh.us/274/West-Central-Juvenile-Detention-Center,JUVENILE,36,0.005371743845100,{6365AA49-F736-4FB0-964B-BAADF5773748},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,663.600628421599822,0.005371743845104,0.000000678623623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2702,10003431,BUTLER COUNTY JUVENILE DETENTION / REHABILITATION CENTER,280 N FAIR AVE,HAMILTON,OH,45011,-999,(513) 887-3865,COUNTY,OPEN,69,BUTLER,39017,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.butlercountyohio.org/juvenilejusticecenter/index.cfm?page=corrections_jdc,4/11/2018 0:00:00,IMAGERY/OTHER,2/20/2020 0:00:00,https://www.butlercountyohio.org/juvenilejusticecenter/index.cfm?page=corrections_jdc,JUVENILE,96,0.005966050532120,{FAA04D5B-289C-409E-AB64-C690CBFFB6AE},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,746.873532249014374,0.005966050532123,0.000001001876742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2714,10006603,GREEN RESIDENTIAL COMMUNITY HOME,1311 SLOATSBURG RD,RINGWOOD,NJ,07456,1705,(973) 962-4695,STATE,OPEN,-999,PASSAIC,34031,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.nj.gov/oag/jjc/residential_community_list.html,12/18/2017 0:00:00,IMAGERY/OTHER,2/4/2020 0:00:00,https://www.state.nj.us/corrections/pages/index.shtml,JUVENILE,28,0.001778971300140,{8048A0DF-059E-43BC-81B6-3C4ECC8256C3},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,227.756810182411215,0.001778971300136,0.000000099671156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2742,10006384,THE GROW ACADEMY,4986 COUNTY HIGHWAY M,OREGON,WI,53575,-999,(608) 835-5700,STATE,OPEN,7,DANE,55025,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc.wi.gov/Pages/DataResearch/DataAndReports.aspx,1/12/2018 0:00:00,IMAGERY/OTHER,3/2/2020 0:00:00,https://doc.wi.gov/Pages/AboutDOC/JuvenileCorrections/GrowAcademy.aspx,JUVENILE,12,0.003903844511100,{857BEDDC-3269-4A9F-B8E8-AF750EB51A34},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,502.601355044018703,0.003903844511102,0.000000932277016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2757,10002542,MARATHON COUNTY JAIL / SHERIFF,500 FOREST ST,WAUSAU,WI,54403,-999,(715) 261-1700,COUNTY,OPEN,330,MARATHON,55073,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.marathon.wi.us/Departments/Sheriff/SheriffsOfficeDivisions/CorrectionsJail.aspx,5/9/2018 0:00:00,IMAGERY/OTHER,3/2/2020 0:00:00,https://www.co.marathon.wi.us/Departments/Sheriff/SheriffsOfficeDivisions/CorrectionsJail.aspx,NOT AVAILABLE,279,0.006588290464280,{4C8F7347-B58D-4C7C-AD27-64906730F37C},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,849.789311654702146,0.006588290464277,0.000001125614027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2762,10001444,GATEWAY BOYS RECOVERY CENTER,940 BRIDIER ST,JACKSONVILLE,FL,32206,-999,(904) 387-4661,STATE,OPEN,-999,DUVAL,12031,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.gatewaycommunity.com/locations/,6/6/2020 0:00:00,IMAGERY/OTHER,12/12/2019 0:00:00,https://www.gatewaycommunity.com/locations/,JUVENILE,25,0.002393672290050,{568510BA-E4E6-4A87-993A-10C0CE5FE5DF},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,286.986643503379128,0.002393672290050,0.000000273707068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2774,10002561,OUTAGAMIE COUNTY JAIL,320 S WALNUT ST,APPLETON,WI,54911,-999,(920) 832-5266,COUNTY,OPEN,435,OUTAGAMIE,55087,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.outagamie.org/government/n-through-z/sheriff/corrections-division,5/9/2018 0:00:00,IMAGERY/OTHER,3/2/2020 0:00:00,https://www.outagamie.org/government/n-through-z/sheriff/corrections-division,MAXIMUM,556,0.003599008058130,{32469E8B-E1A9-40A7-99A2-5D6F7EB0365C},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,456.456647651701132,0.003599008058130,0.000000633992317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2786,10003110,CURRAN- FROMHOLD CORRECTIONAL FACILITY (CFCF),7901 STATE RD,PHILADELPHIA,PA,19136,-999,(215) 685-7843,LOCAL,OPEN,2185,PHILADELPHIA,42101,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.phila.gov/PRISONS/Pages/default.aspx, http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/County-Prison-Contact-Info.aspx",4/17/2018 0:00:00,IMAGERY/OTHER,1/29/2020 0:00:00,http://www.phila.gov/PRISONS/Pages/default.aspx,CLOSE,2560,0.010447807401500,{F6235EB4-5909-4869-B718-1ABC105E4A0C},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,1336.586708356778445,0.010447807401466,0.000005142098900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2792,10006791,JACKSON COUNTY YOUTH CENTER,930 FLEMING AVENUE,JACKSON,MI,49202,-999,(517) 788-4460,COUNTY,OPEN,-999,JACKSON,26075,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.jackson.mi.us/593/Youth-Center,3/20/2018 0:00:00,IMAGERY/OTHER,12/20/2019 0:00:00,https://www.co.jackson.mi.us/593/Youth-Center,JUVENILE,50,0.005201625091730,{5B7A0E4A-DA73-45A6-924C-3942EFDA8DAE},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,661.890480359167555,0.005201625091726,0.000000567191913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2800,10002602,ROCK COUNTY JAIL / SHERIFF,200 E US HWY 14,JANESVILLE,WI,53545,-999,(608) 757-7907,COUNTY,OPEN,579,ROCK,55105,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.rock.wi.us/sheriff-jail,5/9/2018 0:00:00,IMAGERY/OTHER,3/2/2020 0:00:00,https://www.co.rock.wi.us/sheriff-jail,NOT AVAILABLE,477,0.006035498181350,{433D3939-DADF-45AF-8876-D3228683AC7A},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,770.073162022492738,0.006035498181352,0.000000769242074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2801,10002603,ROCK COUNTY JUVENILE DETENTION CENTER,210 E US HWY 14,JANESVILLE,WI,53545,-999,(608) 757-5930,COUNTY,OPEN,-999,ROCK,55105,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.rock.wi.us/hsd-cyf/ysc,5/9/2018 0:00:00,IMAGERY/OTHER,3/2/2020 0:00:00,https://www.co.rock.wi.us/hsd-cyf/ysc,JUVENILE,-999,0.002600140914340,{4EC99E75-AAA8-4412-A495-8157AE3D37BC},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,329.632021229541351,0.002600140914342,0.000000265199802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2811,10004356,OCHILTREE COUNTY JAIL,21 SOUTHEAST 6TH AVENUE,PERRYTON,TX,79070,-999,(806) 435-8000,COUNTY,OPEN,15,OCHILTREE,48357,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tcjs.state.tx.us/index.php?linkID=325, https://texasjailproject.org/list_of_county_jails/",3/1/2018 0:00:00,IMAGERY/OTHER,2/27/2020 0:00:00,NOT AVAILABLE,NOT AVAILABLE,32,0.002564065787320,{DB745CCD-CB27-44C3-941D-0186FFD47A5C},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,309.842801721855608,0.002564065787315,0.000000274514023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2825,10006620,ELLA MCQUEEN RECEPTION CENTER FOR BOYS AND GIRLS,41 HOWARD AVENUE,BROOKLYN,NY,11221,-999,(718) 574-2060,STATE,OPEN,11,KINGS,36047,USA,922140,CORRECTIONAL INSTITUTIONS,https://ocfs.ny.gov/programs/youth/detention/assets/docs/SD-SSDcontactinfo.pdf,7/12/2016 0:00:00,IMAGERY/OTHER,2/13/2020 0:00:00,https://ocfs.ny.gov/programs/youth/detention/census.php,JUVENILE,33,0.002099751858380,{C96DA2AC-8260-4EA4-A6F7-FB51ADD1D5F0},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,276.254136546278630,0.002099751858381,0.000000169201033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2831,10003103,MONTGOMERY COUNTY YOUTH CENTER,540 PORT INDIAN RD,NORRISTOWN,PA,19403,-999,(610) 631-1893,COUNTY,OPEN,-999,MONTGOMERY,42091,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.montcopa.org/865/Child-Welfare,4/18/2018 0:00:00,IMAGERY/OTHER,1/29/2020 0:00:00,https://www.montcopa.org/865/Child-Welfare,JUVENILE,48,0.003902282390900,{4D52053B-7A7A-416E-9306-09BEF8AA20C7},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,485.864046979556178,0.003902282390897,0.000000717631000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2841,10002483,RAP HOUSE WORK RELEASE,3704 S YAKIMA AVE,TACOMA,WA,98418,-999,(253) 671-7290,STATE,CLOSED,0,PIERCE,53053,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.thenewstribune.com/opinion/article150294352.html,5/14/2017 0:00:00,IMAGERY/OTHER,2/26/2020 0:00:00,https://www.thenewstribune.com/opinion/article150294352.html,MINIMUM,-999,0.001367574300180,{0207C43C-78D0-4AA5-A20C-8554D485E428},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,184.816899782778506,0.001367574300180,0.000000102826007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2858,10002294,BROOKLYN COMMUNITY CORRECTIONAL CENTER,988 MYRTLE AVE,BROOKLYN,NY,11206,-999,(718) 574-4886,STATE,OPEN,0,KINGS,36047,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.samaritanvillage.org/where-good-lives,11/13/2015 0:00:00,IMAGERY/OTHER,2/13/2020 0:00:00,NOT AVAILABLE,MINIMUM,-999,0.000879693668516,{2BA7EFEE-25DF-4388-A5C0-9785B4B0E578},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,116.801828939525663,0.000879693668516,0.000000041979882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2864,10004893,ELKHART COUNTY JUVENILE DETENTION CENTER,114 N 2ND ST,GOSHEN,IN,46526,-999,(574) 534-1312,COUNTY,NOT AVAILABLE,14,ELKHART,18039,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.in.gov/idoc/dys/files/Elkhart%20Audit%20Report%202018%20(final)%20(pdf)%20-%20Copy.pdf,3/5/2018 0:00:00,IMAGERY/OTHER,12/11/2019 0:00:00,https://www.in.gov/idoc/dys/2481.htm,JUVENILE,17,0.000854543593345,{1565DC17-9F8E-4E71-B62B-725E7DA14E97},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,114.958511378898123,0.000854543593345,0.000000042998253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2909,10003214,NASSAU COUNTY CORRECTIONAL CENTER,100 CARMAN AVE,EAST MEADOW,NY,11554,-999,(516) 572-4200,COUNTY,OPEN,1186,NASSAU,36059,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.nassaucountyny.gov/1892/Correctional-Center,4/10/2018 0:00:00,IMAGERY/OTHER,2/13/2020 0:00:00,https://www.nassaucountyny.gov/1892/Correctional-Center,NOT AVAILABLE,-999,0.020097433300200,{84C5F0CE-581C-42AE-835E-17B45DE5B1CD},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,2679.070061648530100,0.020097433300220,0.000009713928566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,2913,10003215,NASSAU COUNTY JUVENILE DETENTION CENTER,61 CARMAN AVE,WESTBURY,NY,11590,-999,(516) 571-9260,COUNTY,OPEN,8,NASSAU,36059,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.nassaucountyny.gov/3437/Juvenile-Detention-Center,4/10/2018 0:00:00,IMAGERY/OTHER,2/13/2020 0:00:00,https://www.nassaucountyny.gov/3437/Juvenile-Detention-Center,JUVENILE,32,0.004754729780580,{F3F194D9-BE44-4441-9BCC-78BCF92CA7DE},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,617.074584234864119,0.004754729780582,0.000001075343293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
