OBJECTID,FID_1,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,GlobalID,CreationDa,Creator,EditDate,Editor,SHAPE_Le_1,Shape_Length,Shape_Area,FID,Site_Name,Site_Score,Site_EPA_I,SEMS_ID,Region_ID,State_1,City_1,County_1,Status_1,Latitude,Longitude,Proposed_D,Listing_Da,Constructi,Construc_1,NOID_Date,Deletion_D,Site_Listi,Site_Progr,Proposed_F,Listing_FR,NOID_FR_No,Deletion_F,Restoratio,Site_has_h,x,y,Status_2,BUFF_DIST,ORIG_FID
350,3112,10003782,CIBOLA COUNTY DETENTION CENTER,114 MCBRIDE RD,GRANTS,NM,87020,-999,NOT AVAILABLE,COUNTY,CLOSED,0,CIBOLA,35006,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.co.cibola.nm.us/detcent.php, https://www.usnews.com/news/best-states/new-mexico/articles/2017-07-19/new-mexicos-cibola-county-detention-center-to-close",7/19/2017 0:00:00,IMAGERY/OTHER,2/4/2020 0:00:00,NOT AVAILABLE,NOT AVAILABLE,260,0.004966487812920,{3FF07E79-C512-4D66-B852-CFC7A44CC048},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,601.249780367905714,0.004966487812921,0.000000554810957,350,Bendix Corp./Allied Automotive,37.27,MID005107222,502238,5,Michigan,St. Joseph,Berrien,NPL Site,42.049450000000000,-86.511949999999999,6/24/1988 0:00:00,2/21/1990,12/3/2001,806,NA,NA,<a href=""https://semspub.epa.gov/src/document/05/633399"" target=""_blank"">MID005107222 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502238"" target=""_blank"">Bendix Corp./Allied Automotive</a>,<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>,NA,NA,NA,No,-9630466.221529999747872,5168389.694799999706447,Active,3.000000000000000,351
351,3113,10003784,REGIONAL CORRECTIONAL CENTER,415 ROMA AVE NW,ALBUQUERQUE,NM,87102,-999,(505) 843-9011,FEDERAL,CLOSED,0,BERNALILLO,35001,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.koat.com/article/developer-makes-1-000-offer-for-old-downtown-jail/5064619,6/12/2015 0:00:00,IMAGERY/OTHER,2/4/2020 0:00:00,NOT AVAILABLE,MAXIMUM,970,0.002741629373140,{61EF2101-0461-400F-9B6A-C3159668BBFD},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,341.636131728180828,0.002741629373144,0.000000420408636,351,"State Disposal Landfill, Inc.",42.24,MID980609341,502874,5,Michigan,Grand Rapids,Kent,NPL Site,43.013396999999998,-85.590506000000005,6/24/1988 0:00:00,2/21/1990,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/05/633402"" target=""_blank"">MID980609341 (PDF)</a>,"<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502874"" target=""_blank"">State Disposal Landfill, Inc.</a>",<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>,NA,NA,NA,No,-9527891.544660000130534,5314011.229310000315309,Active,3.000000000000000,352
352,3122,10006251,TERREBONNE PARISH ANNEX JAIL,7857 MAIN ST.,HOUMA,LA,70361,-999,(985) 876-2500,COUNTY,OPEN,48,TERREBONNE,22109,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.tpso.net/Annex.aspx,9/29/2017 0:00:00,IMAGERY/OTHER,12/16/2019 0:00:00,http://www.tpso.net/Annex.aspx,NOT AVAILABLE,68,0.001716181428010,{7C043981-DAF5-4E0C-865E-809D717EC433},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,205.906142748465641,0.001716181428006,0.000000183488016,352,Muskegon Chemical Co.,34.19,MID072569510,502603,5,Michigan,Whitehall,Muskegon,NPL Site,43.389099999999999,-86.334000000000003,6/24/1988 0:00:00,2/21/1990,6/26/1997,437,NA,NA,<a href=""https://semspub.epa.gov/src/document/05/633404"" target=""_blank"">MID072569510 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502603"" target=""_blank"">Muskegon Chemical Co.</a>,<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>,NA,NA,NA,No,-9610656.918150000274181,5371385.618289999663830,Active,3.000000000000000,353
353,3124,10006667,204 DEPOT STREET PROGRAM,204 DEPOT STREET,BENNINGTON,VT,05201,-999,(802) 442-6156,STATE,OPEN,8,BENNINGTON,50003,USA,922140,CORRECTIONAL INSTITUTIONS,https://dcf.vermont.gov/sites/dcf/files/Youth/PREA-204D-2017.pdf,6/9/2017 0:00:00,IMAGERY/OTHER,2/25/2020 0:00:00,https://seallinc.org/204-depot-program/,JUVENILE,8,0.000733539272294,{2311113E-B63A-40C1-BA9F-5AB5046D1B7F},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,91.819727488285565,0.000733539272294,0.000000030202249,353,Peerless Plating Co.,43.94,MID006031348,502373,5,Michigan,Muskegon,Muskegon,NPL Site,43.205599999999997,-86.223699999999994,6/24/1988 0:00:00,8/30/1990,4/5/2001,765,NA,NA,<a href=""https://semspub.epa.gov/src/document/05/633405"" target=""_blank"">MID006031348 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502373"" target=""_blank"">Peerless Plating Co.</a>,<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>,NA,NA,NA,No,-9598378.378310000523925,5343318.807160000316799,Active,3.000000000000000,354
354,3130,10001248,CHAVES COUNTY ADULT DETENTION CENTER,3701 S ATKINSON,ROSWELL,NM,88203,-999,(575) 624-6517,COUNTY,OPEN,-999,CHAVES,35005,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.co.chaves.nm.us/148/Departments, https://www.nmlegis.gov/handouts/CCJ%20052716%20Item%203%20NM%20County%20Jails%20An%20Overview.pdf",5/27/2016 0:00:00,IMAGERY/OTHER,2/4/2020 0:00:00,https://www.co.chaves.nm.us/148/Departments,NOT AVAILABLE,400,0.008318891437500,{4C12632B-3447-472F-941D-03165B687D16},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,1031.920087917712635,0.008318891437502,0.000003914930903,354,Albion-Sheridan Township Landfill,33.79,MID980504450,502775,5,Michigan,Albion,Calhoun,NPL Site,42.249549999999999,-84.719499999999996,6/24/1988 0:00:00,10/4/1989,9/28/1999,655,NA,NA,<a href=""https://semspub.epa.gov/src/document/05/633410"" target=""_blank"">MID980504450 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502775"" target=""_blank"">Albion-Sheridan Township Landfill</a>,<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>,NA,NA,NA,No,-9430931.600260000675917,5198434.433709999546409,Active,3.000000000000000,355
355,3131,10005714,CHAVES COUNTY JUVENILE DETENTION CENTER,119 E FOURTH ST,ROSWELL,NM,88201,-999,(575) 624-6519,COUNTY,OPEN,-999,CHAVES,35005,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.nmjustice.net/nmsc/juvenile/program.php?id=288,2/15/2016 0:00:00,IMAGERY/OTHER,2/4/2020 0:00:00,https://www.co.chaves.nm.us/148/Departments,JUVENILE,16,0.001663999753980,{9A643E71-3B14-4C3B-87E3-6987D0C4C87D},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,198.417689867348770,0.001663999753981,0.000000119511958,355,Aircraft Components (D & L Sales),NA,MI0001119106,507629,5,Michigan,Benton Harbor,Berrien,NPL Site,42.126944000000002,-86.454443999999995,10/2/1995 0:00:00,6/17/1996,8/24/2004,904,NA,NA,<a href=""https://semspub.epa.gov/src/document/05/633432"" target=""_blank"">MI0001119106 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0507629"" target=""_blank"">Aircraft Components (D & L Sales)</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-1995-10-02/pdf/95-24414.pdf"" target=""_blank"">10/02/1995 (PDF)</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-06-17/pdf/96-15032.pdf"" target=""_blank"">06/17/1996 (PDF)</a>,NA,NA,NA,No,-9624064.682900000363588,5180014.047819999977946,Active,3.000000000000000,356
356,3138,10001244,WESTERN NM CORRECTIONAL FACILITY,2111 LOBO CANYON RD,GRANTS,NM,87020,-999,(505) 876-8300,STATE,OPEN,357,CIBOLA,35006,USA,922140,CORRECTIONAL INSTITUTIONS,https://cd.nm.gov/nmcd-prison-facilities/western-new-mexico-correctional-facility/,4/30/2015 0:00:00,IMAGERY/OTHER,2/4/2020 0:00:00,https://cd.nm.gov/nmcd-prison-facilities/western-new-mexico-correctional-facility/,CLOSE,440,0.015742961433800,{08CF5D48-ED60-477C-BD3E-D571CCA3827F},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,1914.889167879255183,0.005499593095230,0.000001306329288,356,Kysor Industrial Corp.,33.94,MID043681840,502480,5,Michigan,Cadillac,Wexford,NPL Site,44.256799999999998,-85.422600000000003,6/24/1988 0:00:00,10/4/1989,9/23/1996,385,NA,NA,<a href=""https://semspub.epa.gov/src/document/05/633450"" target=""_blank"">MID043681840 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502480"" target=""_blank"">Kysor Industrial Corp.</a>,<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>,NA,NA,NA,No,-9509200.334240000694990,5505268.960119999945164,Active,3.000000000000000,357
357,3142,10003969,SALT RIVER DEPARTMENT OF CORRECTIONS,3213 NORTH LONGMORE ROAD,SCOTTSDALE,AZ,85256,-999,(570) 427-8541,LOCAL,OPEN,-999,MARICOPA,04013,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.facebook.com/pages/Salt-River-Department-of-Corrections/159281064114129,5/15/2018 0:00:00,IMAGERY/OTHER,11/13/2019 0:00:00,https://www.srpmic-nsn.gov/government/doc/facility/,MAXIMUM,186,0.004876793563820,{57B5558D-046A-4B24-B6A6-9AE19AF98808},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,587.526543414576167,0.004876793563821,0.000001202453247,357,Gratiot County Golf Course,29.54,MIN000510389,510389,5,Michigan,St. Louis,Gratiot,NPL Site,43.415841999999998,-84.623247000000006,9/23/2009 0:00:00,3/4/2010,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/05/633103"" target=""_blank"">MIN000510389 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510389"" target=""_blank"">Gratiot County Golf Course</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2009-09-23/pdf/E9-22936.pdf"" target=""_blank"">09/23/2009 (PDF)</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2010-03-04/pdf/2010-4304.pdf"" target=""_blank"">03/04/2010 (PDF)</a>,NA,NA,NA,No,-9420216.765310000628233,5375482.963589999824762,Active,3.000000000000000,358
358,3148,10000830,USP VICTORVILLE,13777 AIR EXPRESSWAY BOULEVARD,VICTORVILLE,CA,92394,-999,(760) 530-5000,FEDERAL,OPEN,1163,SAN BERNARDINO,06071,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bop.gov/about/statistics/population_statistics.jsp, http://jayhurst.net/wp-content/uploads/2013/09/16-0216_Capacities_PP80_population_report.pdf",2/16/2016 0:00:00,IMAGERY/OTHER,11/25/2019 0:00:00,https://www.bop.gov/locations/,MAXIMUM,960,0.016022426476900,{64FEFB15-03A7-40A6-912F-66BCA9D3B2EF},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,2019.084395434558928,0.016022426476852,0.000015633278350,358,Ten-Mile Drain,48.88,MIN000510063,510063,5,Michigan,St. Clair Shores,Macomb,NPL Site,42.486944000000001,-82.899167000000006,3/4/2010 0:00:00,9/29/2010,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/05/633104"" target=""_blank"">MIN000510063 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510063"" target=""_blank"">Ten-Mile Drain</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2010-03-04/pdf/2010-4328.pdf"" target=""_blank"">03/04/2010 (PDF)</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2010-09-29/pdf/2010-24311.pdf"" target=""_blank"">09/29/2010 (PDF)</a>,NA,NA,NA,No,-9228293.057630000635982,5234202.699909999966621,Active,3.000000000000000,359
359,3174,10005936,ASHTABULA COUNTY YOUTH DETENTION CENTER,3816 DONAHOE DR,ASHTABULA,OH,44004,-999,(440) 994-6000,COUNTY,OPEN,12,ASHTABULA,39007,USA,922140,CORRECTIONAL INSTITUTIONS,http://courts.co.ashtabula.oh.us/juvenile_court.htm,2/15/2016 0:00:00,IMAGERY/OTHER,2/20/2020 0:00:00,http://courts.co.ashtabula.oh.us/juvenile_court.htm,JUVENILE,12,0.002953992117120,{27575F8C-B0B1-490E-9F07-0D21BECFC8E0},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,383.918850908054765,0.002953992117118,0.000000253258100,359,DSC McLouth Steel Gibraltar Plant,50,MIN000510362,510362,5,Michigan,Gibraltar,Wayne,NPL Site,42.103074999999997,-83.200292000000005,9/22/2014 0:00:00,3/26/2015,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/05/633116"" target=""_blank"">MIN000510362 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510362"" target=""_blank"">DSC McLouth Steel Gibraltar Plant</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2014-09-22/pdf/2014-22423.pdf"" target=""_blank"">09/22/2014 (PDF)</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2015-03-26/pdf/2015-06696.pdf"" target=""_blank"">03/26/2015 (PDF)</a>,NA,NA,NA,No,-9261814.139289999380708,5176432.106189999729395,Active,3.000000000000000,360
360,3183,10005329,CENTRAL VALLEY JUVENILE DETENTION AND ASSESSMENT CENTER,900 EAST GILBERT STREET,SAN BERNARDINO,CA,92415,-999,(909) 383-1769,COUNTY,OPEN,-999,SAN BERNARDINO,06071,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sbcounty.gov/uploads/probation/main/bureaus/JDAC.pdf,2/15/2016 0:00:00,IMAGERY/OTHER,11/25/2019 0:00:00,http://joinprobation.org/Home.aspx,JUVENILE,280,0.010052492078600,{C9073356-FED9-444C-9607-FC113E3DDF37},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,1255.299035048630230,0.007856905750583,0.000002287306527,360,McLouth Steel Corp,50,MID017422304,502434,5,Michigan,Trenton,Wayne,NPL Site,42.160597000000003,-83.170906000000002,9/13/2018 0:00:00,5/15/2019,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/11/199407"" target=""_blank"">MID017422304 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502434"" target=""_blank"">McLouth Steel Corp</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19876.pdf"" target=""_blank"">09/13/2018 (PDF)</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2019-05-15/pdf/2019-09924.pdf"" target=""_blank"">05/15/2019 (PDF)</a>,NA,NA,NA,No,-9258542.904740000143647,5185066.535469999536872,Active,3.000000000000000,361
361,3196,10000907,MONTEREY PARK CITY JAIL,320 W NEWMARK AVE,MONTEREY PARK,CA,91754,-999,(626) 307-1245,LOCAL,OPEN,-999,LOS ANGELES,06037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.montereypark.ca.gov/393/Police,5/16/2018 0:00:00,IMAGERY/OTHER,11/25/2019 0:00:00,https://www.montereypark.ca.gov/Directory.aspx?did=55,NOT AVAILABLE,-999,0.002359928532730,{0FB42A15-728D-4487-9D2F-63430B5CB993},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,281.360839092067295,0.002359928532733,0.000000292561936,361,Michner Plating - Mechanic Street,39.12,MIN000505842,505842,5,Michigan,Jackson,Jackson,NPL Site,42.253511000000003,-84.407010000000000,9/9/2021 0:00:00,3/16/2022,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/11/402034"" target=""_blank"">MIN000505842 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0505842"" target=""_blank"">Michner Plating - Mechanic Street</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2021-09-09/pdf/2021-19192.pdf"" target=""_blank"">09/09/2021 (PDF)</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2022-03-16/pdf/2022-05397.pdf"" target=""_blank"">03/16/2022 (PDF)</a>,NA,NA,NA,No,-9396145.372579999268055,5199030.132720000110567,Active,3.000000000000000,362
362,3254,10003825,WEST SHORELINE CORRECTIONAL FACILITY,2500 S SHERIDAN DR,MUSKEGON HEIGHTS,MI,49444,-999,(231) 773-9200,STATE,CLOSED,1272,MUSKEGON,26121,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.michigan.gov/corrections/0,4551,7-119-68854_1381_1385-5373--,00.html",12/31/2016 0:00:00,IMAGERY/OTHER,12/20/2019 0:00:00,"http://www.michigan.gov/corrections/0,4551,7-119-68854_1381_1385---,00.html",MINIMUM,1282,0.013738948325300,{4FFAFC34-6777-4827-8D9A-C9C46BC01EA7},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,1800.477151940011026,0.013738948325333,0.000012751748105,362,Burlington Northern (Brainerd/Baxter Plant),46.77,MND000686196,503688,5,Minnesota,"Baxter, Brainerd",Crow Wing,NPL Site,46.353200000000001,-94.228200000000001,12/30/1982 0:00:00,9/8/1983,9/18/1995,311,NA,NA,<a href=""https://semspub.epa.gov/src/document/05/633584"" target=""_blank"">MND000686196 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503688"" target=""_blank"">Burlington Northern (Brainerd/Baxter Plant)</a>,<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>,NA,NA,NA,No,-10489435.242399999871850,5837131.557350000366569,Active,3.000000000000000,363
363,3261,10000681,LAWRENCE COUNTY JAIL,1306 LEXINGTON AVENUE,LAWRENCEVILLE,IL,62439,-999,(618) 943-1693,COUNTY,OPEN,-999,LAWRENCE,17101,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.lawrencecsd.com/,3/2/2018 0:00:00,IMAGERY/OTHER,11/18/2019 0:00:00,NOT AVAILABLE,NOT AVAILABLE,20,0.001362363487090,{D62004D8-B559-4AF1-87B5-1D7CD1643347},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,172.353139647801271,0.001362363487089,0.000000088669905,363,FMC Corp. (Fridley Plant),65.5,MND006481543,503738,5,Minnesota,Fridley,Anoka,NPL Site,45.056500000000000,-93.276200000000003,12/30/1982 0:00:00,9/8/1983,9/8/1992,115,NA,NA,<a href=""https://semspub.epa.gov/src/document/05/633585"" target=""_blank"">MND006481543 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503738"" target=""_blank"">FMC Corp. (Fridley Plant)</a>,<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>,NA,NA,NA,No,-10383459.087099999189377,5630420.644790000282228,Active,3.000000000000000,364
364,3272,10005318,MURIEL WRIGHT RESIDENTIAL CENTER,298 BERNAL ROAD,SAN JOSE,CA,95119,-999,NOT AVAILABLE,COUNTY,CLOSED,0,SANTA CLARA,06085,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sccgov.org/sites/bos/Management%20Audit/Documents/Probation_Admin_and_Support_Audit072613.pdf,7/26/2013 0:00:00,IMAGERY/OTHER,11/25/2019 0:00:00,NOT AVAILABLE,JUVENILE,-999,0.005867808439950,{59878F98-3346-4972-AB6F-9DCFD369511B},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,710.263057284511206,0.005867808439953,0.000002124888112,364,Koppers Coke,55.05,MND000819359,503695,5,Minnesota,St. Paul,Ramsey,NPL Site,44.972219000000003,-93.152781000000004,12/30/1982 0:00:00,9/8/1983,7/20/1998,520,NA,NA,<a href=""https://semspub.epa.gov/src/document/05/633586"" target=""_blank"">MND000819359 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503695"" target=""_blank"">Koppers Coke</a>,<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>,NA,NA,NA,No,-10369720.146900000050664,5617148.996109999716282,Active,3.000000000000000,365
365,3281,10006782,C. CARLOS CARREIRO IMMIGRATION DETENTION CENTER,400 FAUNCE CORNER ROAD,NORTH DARTMOUTH,MA,02747,-999,(508) 995-6400,COUNTY,OPEN,-999,BRISTOL,25005,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bcso-ma.us/facilities.htm,3/19/2018 0:00:00,IMAGERY/OTHER,12/18/2019 0:00:00,http://www.bcso-ma.us/index.htm,NOT AVAILABLE,-999,0.002280291053080,{D6678C1F-884D-4FEA-A830-11731C86D7C9},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,290.080502191212190,0.002280291053077,0.000000215007997,365,Lehillier/Mankato Site,42.49,MND980792469,503892,5,Minnesota,Lehillier,Blue Earth,NPL Site,44.153331000000001,-94.038330999999999,12/30/1982 0:00:00,9/8/1983,4/8/1992,83,NA,NA,<a href=""https://semspub.epa.gov/src/document/05/633587"" target=""_blank"">MND980792469 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503892"" target=""_blank"">Lehillier/Mankato Site</a>,<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>,NA,NA,NA,No,-10468299.121999999508262,5489201.250710000284016,Active,3.000000000000000,366
366,3301,10005656,LINCOLN COUNTY SHERIFF'S DEPARTMENT / DETENTION CENTER,512 CALIFORNIA AVENUE,LIBBY,MT,59923,-999,(406) 293-4115,COUNTY,OPEN,-999,LINCOLN,30053,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.lincolncountymt.us/detention,3/29/2018 0:00:00,IMAGERY/OTHER,1/31/2020 0:00:00,http://www.lincolncountymt.us/sheriff-home,NOT AVAILABLE,29,0.002097538272990,{64066049-0BC6-4AE5-87DD-7C93A3ADB17D},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,280.657238135916316,0.002097538272987,0.000000189167028,366,New Brighton/Arden Hills/TCAAP (USARMY),59.16,MN7213820908,504010,5,Minnesota,New Brighton,Ramsey,NPL Site,45.079169000000000,-93.197500000000005,12/30/1982 0:00:00,9/8/1983,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/05/633589"" target=""_blank"">MN7213820908 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0504010"" target=""_blank"">New Brighton/Arden Hills/TCAAP (USARMY)</a>,<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>,NA,NA,NA,<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>,-10374698.243200000375509,5633993.647660000249743,Active,3.000000000000000,367
367,3306,10000141,FPC MONTGOMERY,MAXWELL AIR FORCE BASE,MONTGOMERY,AL,36112,-999,(334) 293-2100,FEDERAL,OPEN,858,MONTGOMERY,01101,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bop.gov/about/statistics/population_statistics.jsp, http://jayhurst.net/wp-content/uploads/2013/09/16-0216_Capacities_PP80_population_report.pdf",2/16/2016 0:00:00,IMAGERY/OTHER,11/5/2019 0:00:00,https://www.bop.gov/locations/,MINIMUM,920,0.016843217326800,{B7996B3F-16B6-4501-9847-947FCEB420EA},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,2115.338121760684771,0.016843217326827,0.000016541510771,367,Oakdale Dump,55.71,MND980609515,503840,5,Minnesota,Oakdale,Washington,NPL Site,45.000000000000000,-92.966668999999996,12/30/1982 0:00:00,9/8/1983,9/7/1995,312,NA,NA,<a href=""https://semspub.epa.gov/src/document/05/633590"" target=""_blank"">MND980609515 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503840"" target=""_blank"">Oakdale Dump</a>,<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>,NA,NA,NA,No,-10349002.253799999132752,5621521.486189999617636,Active,3.000000000000000,368
